park_id,date,time,court_id,status,reservation_link,is_available
4,2025-08-16,4:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660429,True
4,2025-08-16,5:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660430,True
4,2025-08-16,5:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660431,True
4,2025-08-16,5:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660432,True
4,2025-08-16,6:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660433,True
4,2025-08-16,6:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660434,True
4,2025-08-16,6:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660435,True
4,2025-08-16,7:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660436,True
4,2025-08-16,7:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660437,True
4,2025-08-16,7:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660438,True
4,2025-08-17,8:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660439,True
4,2025-08-17,8:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660440,True
4,2025-08-17,8:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660441,True
4,2025-08-17,9:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660442,True
4,2025-08-17,9:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660443,True
4,2025-08-17,12:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660451,True
4,2025-08-17,12:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660452,True
4,2025-08-17,12:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660453,True
4,2025-08-17,1:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660454,True
4,2025-08-17,1:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660455,True
4,2025-08-17,1:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660456,True
4,2025-08-17,2:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660457,True
4,2025-08-17,2:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660458,True
4,2025-08-17,2:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660459,True
4,2025-08-17,3:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660460,True
4,2025-08-17,3:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660461,True
4,2025-08-17,3:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660462,True
4,2025-08-17,4:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660463,True
4,2025-08-17,4:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660464,True
4,2025-08-17,4:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660465,True
4,2025-08-17,5:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660466,True
4,2025-08-17,5:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660467,True
4,2025-08-17,5:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660468,True
4,2025-08-17,6:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660469,True
4,2025-08-17,6:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660470,True
4,2025-08-17,6:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660471,True
4,2025-08-17,7:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660472,True
4,2025-08-17,7:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660473,True
4,2025-08-17,7:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660474,True
4,2025-08-18,8:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660475,True
4,2025-08-18,8:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660476,True
4,2025-08-18,8:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660477,True
4,2025-08-18,9:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660478,True
4,2025-08-18,9:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660479,True
4,2025-08-18,9:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660480,True
4,2025-08-18,10:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660481,True
4,2025-08-18,10:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660482,True
4,2025-08-18,10:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660483,True
4,2025-08-18,11:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660484,True
4,2025-08-18,11:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660485,True
4,2025-08-18,11:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660486,True
4,2025-08-18,12:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660487,True
4,2025-08-18,12:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660488,True
4,2025-08-18,12:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660489,True
4,2025-08-18,1:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660490,True
4,2025-08-18,1:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660491,True
4,2025-08-18,1:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660492,True
4,2025-08-18,2:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660493,True
4,2025-08-18,2:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660494,True
4,2025-08-18,2:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660495,True
4,2025-08-18,3:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660496,True
4,2025-08-18,3:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660497,True
